drug	node	prop_weight
5-Fluorouracil	ATP6V1B1	7.603647367570001e-05
5-Fluorouracil	PFAS	7.552799844095296e-05
5-Fluorouracil	SEC31A	7.289486331068586e-05
5-Fluorouracil	UBA2	7.130938259551937e-05
5-Fluorouracil	ZPR1	7.122212876820364e-05
5-Fluorouracil	NME2	7.021256009993503e-05
5-Fluorouracil	TAGLN2	6.81523922311889e-05
5-Fluorouracil	SEC24C	6.78407971056273e-05
5-Fluorouracil	ATP6V1B2	6.664440877116876e-05
5-Fluorouracil	DNAJB1	6.590873158479587e-05
5-Fluorouracil	UBE4B	6.292974591858796e-05
5-Fluorouracil	NME1	6.247463010685978e-05
5-Fluorouracil	ITSN1	6.143565121764254e-05
5-Fluorouracil	STAM	6.136135306193814e-05
5-Fluorouracil	IMPDH2	6.0524495028899144e-05
5-Fluorouracil	AHCY	6.010867634218705e-05
5-Fluorouracil	SEC24A	5.92653629262494e-05
5-Fluorouracil	MAP1LC3A	5.8166021306932034e-05
5-Fluorouracil	NFYC	5.6404179753178824e-05
5-Fluorouracil	RPE	5.365191730114525e-05
5-Fluorouracil	HPRT1	5.331478207397248e-05
5-Fluorouracil	VTA1	5.090984828357586e-05
5-Fluorouracil	DCP2	4.992252999062383e-05
5-Fluorouracil	RAB3A	4.968423229155814e-05
5-Fluorouracil	RPRD1B	4.824353959352597e-05
5-Fluorouracil	CRX	4.806681151196582e-05
5-Fluorouracil	EXOSC6	4.684840742364035e-05
5-Fluorouracil	SPR	4.658606953435419e-05
5-Fluorouracil	PC	4.578167754207623e-05
5-Fluorouracil	ADSS	4.4720431505188066e-05
5-Fluorouracil	SARS2	4.23151398738981e-05
5-Fluorouracil	NPLOC4	4.0942444371092856e-05
5-Fluorouracil	PAIP1	3.995914404118066e-05
5-Fluorouracil	ABCD3	3.9931982710497166e-05
5-Fluorouracil	FKBP4	3.895956866593651e-05
5-Fluorouracil	UBR4	3.8708173230989824e-05
5-Fluorouracil	TIAL1	3.8500257465013706e-05
5-Fluorouracil	MDH1	3.817786848645931e-05
5-Fluorouracil	RNF20	3.781061809458715e-05
5-Fluorouracil	UMPS	3.7331954584087576e-05
5-Fluorouracil	SARNP	3.7330442321908975e-05
5-Fluorouracil	CHMP4B	3.7318543465704355e-05
5-Fluorouracil	CPT1A	3.715477840921e-05
5-Fluorouracil	NDUFAF1	3.667005502458255e-05
5-Fluorouracil	UBR1	3.6455452670744736e-05
5-Fluorouracil	HLTF	3.635593784837368e-05
5-Fluorouracil	ESRRA	3.582164594020451e-05
5-Fluorouracil	RSU1	3.5675126483220564e-05
5-Fluorouracil	LCP2	3.5634737155910435e-05
5-Fluorouracil	MRPL53	3.495511192025539e-05
5-Fluorouracil	CTH	3.494701618222948e-05
5-Fluorouracil	NDUFS8	3.473849700764005e-05
5-Fluorouracil	PTPN23	3.43409471403534e-05
5-Fluorouracil	PRDX2	3.337079683255931e-05
5-Fluorouracil	ATP6V1D	3.316094519497861e-05
5-Fluorouracil	ARFIP1	3.291300340471569e-05
5-Fluorouracil	PPM1G	3.284389084831121e-05
5-Fluorouracil	ACD	3.284111999705745e-05
5-Fluorouracil	ATXN2	3.2793049495457736e-05
5-Fluorouracil	ACP1	3.2171050105547594e-05
5-Fluorouracil	PRPS1	3.210108563484449e-05
5-Fluorouracil	PKP4	3.2069367469640384e-05
5-Fluorouracil	UBR2	3.1567245032310134e-05
5-Fluorouracil	PGM1	3.1203920932996304e-05
5-Fluorouracil	NUTF2	3.1017058035667104e-05
5-Fluorouracil	RBMS1	3.04132224652421e-05
5-Fluorouracil	NANS	3.0114024389522106e-05
5-Fluorouracil	BAG3	2.901981240578099e-05
5-Fluorouracil	CHAMP1	2.89907455442442e-05
5-Fluorouracil	GPT2	2.7960125220413225e-05
5-Fluorouracil	PCGF3	2.785011571719225e-05
5-Fluorouracil	RAD18	2.7719032320248657e-05
5-Fluorouracil	DNM1L	2.7409718557955397e-05
5-Fluorouracil	ABAT	2.716262304760812e-05
5-Fluorouracil	VPS35	2.6428721951578454e-05
5-Fluorouracil	ATP1B1	2.6125987032645624e-05
5-Fluorouracil	VPS29	2.600197408615726e-05
5-Fluorouracil	SNX6	2.5879909617334408e-05
5-Fluorouracil	UBE2V2	2.5288844902068186e-05
5-Fluorouracil	ALDOB	2.517875701670005e-05
5-Fluorouracil	ABCE1	2.4978685114764583e-05
5-Fluorouracil	WARS	2.486529607428721e-05
5-Fluorouracil	CHMP4A	2.4561856284503265e-05
5-Fluorouracil	FAHD1	2.4416601079194127e-05
5-Fluorouracil	CHMP5	2.3909290537962118e-05
5-Fluorouracil	SMS	2.3633435369766228e-05
5-Fluorouracil	CHMP1B	2.342440599593612e-05
5-Fluorouracil	CHMP2A	2.3407367200735762e-05
5-Fluorouracil	SCO2	2.3232361821680012e-05
5-Fluorouracil	ATP6AP1	2.3155574618953312e-05
5-Fluorouracil	IDH3G	2.287115790115458e-05
5-Fluorouracil	AKR1B1	2.241881149833962e-05
5-Fluorouracil	STK26	2.234295326004498e-05
5-Fluorouracil	CCS	2.218013668118279e-05
5-Fluorouracil	PRDX5	2.2171027677765938e-05
5-Fluorouracil	AK2	2.1824199824367068e-05
5-Fluorouracil	ALDH4A1	2.1697469963927027e-05
5-Fluorouracil	SYNJ1	2.119092056473826e-05
5-Fluorouracil	DGUOK	2.098632950357228e-05
5-Fluorouracil	XPNPEP1	2.097975452274298e-05
5-Fluorouracil	PAPSS1	2.084190700372094e-05
5-Fluorouracil	ATP6V1G1	2.0806987476736764e-05
5-Fluorouracil	GRPEL1	2.0653196313103896e-05
5-Fluorouracil	CRMP1	1.990220525138038e-05
5-Fluorouracil	SCYL1	1.96631501476942e-05
5-Fluorouracil	ASNS	1.9296906765232944e-05
5-Fluorouracil	GCH1	1.9293351640579485e-05
5-Fluorouracil	DRD3	1.922390891175099e-05
5-Fluorouracil	MTAP	1.9201669570537102e-05
5-Fluorouracil	MVD	1.903320100012104e-05
5-Fluorouracil	SH3GL1	1.835907526073269e-05
5-Fluorouracil	NT5C2	1.784968071977817e-05
5-Fluorouracil	ETV4	1.766490216450381e-05
5-Fluorouracil	PTMS	1.7404144201510682e-05
5-Fluorouracil	CKMT1A	1.736499145984982e-05
5-Fluorouracil	TFEC	1.7191126891813312e-05
5-Fluorouracil	WAC	1.7153152387583167e-05
5-Fluorouracil	DHPS	1.7024676269982086e-05
5-Fluorouracil	NOB1	1.6913338392430568e-05
5-Fluorouracil	NUDT9	1.6611334248156714e-05
5-Fluorouracil	TXNIP	1.6332405322094385e-05
5-Fluorouracil	DCP1B	1.6265852736300227e-05
5-Fluorouracil	IMPA1	1.5342346589920822e-05
5-Fluorouracil	SHPRH	1.5158400015515525e-05
5-Fluorouracil	KCTD10	1.430588670987006e-05
5-Fluorouracil	MGST3	1.394073674238701e-05
5-Fluorouracil	TCIRG1	1.3583308849895085e-05
5-Fluorouracil	SLC30A5	1.3527781750984547e-05
5-Fluorouracil	NQO1	1.3152524986749645e-05
5-Fluorouracil	GAA	1.3117602187939376e-05
5-Fluorouracil	LPP	1.27956786176805e-05
5-Fluorouracil	ADAM9	1.2761516255761729e-05
5-Fluorouracil	EDA	1.2305555987532201e-05
5-Fluorouracil	QDPR	1.2288429272193025e-05
5-Fluorouracil	DMPK	1.2221291889095258e-05
5-Fluorouracil	PARN	1.1721512050932476e-05
5-Fluorouracil	PITX1	1.1568331656748212e-05
5-Fluorouracil	ADRB1	1.127730819423121e-05
5-Fluorouracil	REPS2	1.1250540082165753e-05
5-Fluorouracil	C11orf49	1.1058389582332697e-05
5-Fluorouracil	GLOD4	1.0976937245098546e-05
5-Fluorouracil	UBQLN2	1.0692781731331945e-05
5-Fluorouracil	TRNT1	1.0279388069646758e-05
5-Fluorouracil	ACOT13	1.022799183630972e-05
5-Fluorouracil	CHST15	1.009653059504061e-05
5-Fluorouracil	ME2	1.0081051938166476e-05
5-Fluorouracil	IKBIP	9.84717646590681e-06
5-Fluorouracil	CD55	9.774567819901517e-06
5-Fluorouracil	KIF15	9.47849169447394e-06
5-Fluorouracil	PSPH	9.386424691532053e-06
5-Fluorouracil	GJB1	8.847479055646006e-06
5-Fluorouracil	PDE12	8.82674494917824e-06
5-Fluorouracil	MPLKIP	8.551910700762081e-06
5-Fluorouracil	CMBL	8.124125851231926e-06
5-Fluorouracil	CBR1	8.003940405484183e-06
5-Fluorouracil	TNNI2	7.424528691223482e-06
5-Fluorouracil	GPD1L	7.069848435382544e-06
5-Fluorouracil	GSTO1	6.710583908309162e-06
5-Fluorouracil	SAR1B	6.550273103069987e-06
5-Fluorouracil	TIMM22	6.549530004093973e-06
5-Fluorouracil	IGFALS	6.549319907374231e-06
5-Fluorouracil	GPX1	6.428868360971035e-06
5-Fluorouracil	HRH1	6.373626094195802e-06
5-Fluorouracil	PIP4K2B	5.506918230444928e-06
5-Fluorouracil	ZNRF1	5.3168117357916035e-06
5-Fluorouracil	POU3F2	5.2802679878478445e-06
5-Fluorouracil	ATP6V1G2	5.0212416778546255e-06
5-Fluorouracil	SEC23IP	4.9230264900474985e-06
5-Fluorouracil	SRGAP3	4.782491830926477e-06
5-Fluorouracil	ARHGAP8	4.779468812537608e-06
5-Fluorouracil	ATPIF1	4.4354076919640675e-06
5-Fluorouracil	HPF1	4.269667383918821e-06
5-Fluorouracil	BRWD1	4.223723412764652e-06
5-Fluorouracil	ACAD11	4.221973895112223e-06
5-Fluorouracil	SLF1	3.976019988826946e-06
5-Fluorouracil	GJC1	3.3036690847528237e-06
5-Fluorouracil	GSTO2	3.2040213006535168e-06
5-Fluorouracil	TP53RK	3.1955680140367944e-06
5-Fluorouracil	TIAM2	3.194318688730561e-06
5-Fluorouracil	ADRA2B	3.185374120610745e-06
5-Fluorouracil	HRH3	3.185365555678596e-06
5-Fluorouracil	SERF2	3.1385437572213737e-06
5-Fluorouracil	RNF216	3.0752154530281387e-06
5-Fluorouracil	DRG2	2.937470978400339e-06
5-Fluorouracil	FKBP7	2.2377300596999817e-06
5-Fluorouracil	AGR2	2.2022452466881388e-06
5-Fluorouracil	ZDHHC3	2.201687933651133e-06
5-Fluorouracil	RPL41	2.1261416803266615e-06
5-Fluorouracil	ALPP	2.1124538467726416e-06
5-Fluorouracil	ATP6V0E1	1.614326614966977e-06
5-Fluorouracil	ARHGAP9	1.6079388497229745e-06
5-Fluorouracil	HSPA13	1.100533453443668e-06
5-Fluorouracil	MYDGF	1.100533453443668e-06
5-Fluorouracil	KCNK16	1.0548092690178827e-06
5-Fluorouracil	WDR11	1.0548092690178816e-06
5-Fluorouracil	DUSP2	5.297830540431412e-07
5-Fluorouracil	FAH	5.7542766926192795e-08
5-Fluorouracil	APEX2	5.531439140124608e-08
5-Fluorouracil	LGMN	4.349565670650666e-08
5-Fluorouracil	ARHGAP25	3.355331412081088e-08
5-Fluorouracil	PCMT1	1.8725233152053517e-08
5-Fluorouracil	AACS	1.6055123612056426e-08
5-Fluorouracil	GALT	1.59424545293935e-08
5-Fluorouracil	ALPPL2	1.2802750586500858e-08
5-Fluorouracil	SMAP2	9.858418951456122e-09
5-Fluorouracil	TRIM3	9.535865157771456e-09
5-Fluorouracil	HSPB2-C11orf52	9.514692592059345e-09
5-Fluorouracil	KSR2	9.447017337435432e-09
5-Fluorouracil	GLB1L	8.773492634360489e-09
5-Fluorouracil	FRMD8	8.773492634360485e-09
5-Fluorouracil	PLA2G4D	8.773492634360484e-09
5-Fluorouracil	CFHR2	8.773492634360482e-09
5-Fluorouracil	PLBD1	8.77349263436048e-09
5-Fluorouracil	C14orf93	8.773492634360477e-09
5-Fluorouracil	LOXHD1	6.823041797887307e-09
A-443654	GSK3B	0.018452215904189297
A-443654	HSP90AA1	0.018443060166523303
A-443654	HSP90AB1	0.018264068781032324
A-443654	CASP3	0.018175109482342158
A-443654	PRKCZ	0.016926270134064808
A-443654	CCNA2	0.016056574267362463
A-443654	PDPK1	0.014786242380335232
A-443654	TSC2	0.014704773333425762
A-443654	PRKCD	0.014099471500185312
A-443654	APPL1	0.013254146605279448
A-443654	NEDD4	0.012709586374943587
A-443654	PDK1	0.009489363768152835
A-443654	RPE	0.008019742010880581
A-443654	CHUK	0.005310202074878098
A-443654	CDKN1A	0.005302264633272896
A-443654	VIM	0.005253287871535936
A-443654	PHLPP1	0.005228270368590629
A-443654	SKI	0.005133282401158651
A-443654	CDC37	0.00497519523543286
A-443654	XIAP	0.00450141578035046
A-443654	CSK	0.004086144668621754
A-443654	MAPKAPK2	0.003810032717648052
A-443654	SETDB1	0.0037485659840628773
A-443654	EZR	0.00329052294045167
A-443654	FOXO4	0.003229564670276645
A-443654	NOS3	0.002835998611020952
A-443654	RACGAP1	0.002829040093419518
A-443654	TRIB3	0.002273700582335238
A-443654	MYO5A	0.0022423208191082273
A-443654	PIK3CB	0.002154345008157749
A-443654	GRK5	0.002140523664482405
A-443654	AKT1S1	0.002007838595908439
A-443654	TMED2	0.0017946689697363254
A-443654	SLC2A4	0.0014624600605608851
A-443654	PHLPP2	0.0014494195292758126
A-443654	APOA1	0.001355796978522518
A-443654	PIK3CD	0.0011214395809262434
A-443654	MAPT	0.0009750906574470839
A-443654	TCL1A	0.0009358092550605982
A-443654	NFE2L2	0.0007935027556952182
A-443654	RICTOR	0.0007888043480076935
A-443654	GSK3A	0.0007471379233063392
A-443654	PPP2R5C	0.0006914592081428158
A-443654	CLIP3	0.0006673141033437112
A-443654	FASN	0.0006451459955577853
A-443654	ITGB3	0.0006396382192281201
A-443654	PRKCQ	0.0006356316423899171
A-443654	SH3RF1	0.0005600233882565916
A-443654	MAP2K4	0.0005500751074835473
A-443654	PDHB	0.0005459133921763692
A-443654	CARD11	0.00048536172142419026
A-443654	TLR2	0.00044055077843843947
A-443654	GRIN2A	0.0004318623021923168
A-443654	PTPA	0.00042668097506341513
A-443654	FKBP5	0.0004128759472382918
A-443654	PEBP1	0.0004126305774694969
A-443654	STK4	0.0003658133781699928
A-443654	RAB3D	0.00033583330140817745
A-443654	SNAI1	0.0003349145758174483
A-443654	CDKN1C	0.0003216688550186737
A-443654	MTCP1	0.00026684063231886465
A-443654	ZFP36L1	0.00024968084564017156
A-443654	PFKFB2	0.0002171206252806216
A-443654	CAMKK1	0.00019830056007995645
A-443654	PDE3A	0.00019531238535975976
A-443654	PDE3B	0.00017278363368283667
A-443654	PDK2	0.00017002274375354655
A-443654	MS4A2	0.00015702838014884443
A-443654	PTPN3	0.00012991763976673198
A-443654	ATP6V0A2	0.00012923096382298622
A-443654	CMC4	0.00011189587264102537
A-443654	PTGDS	0.00010820185977901071
A-443654	CHN2	0.00010801270146801792
A-443654	SYTL1	8.66440268454742e-05
A-443654	RGCC	6.470205204747552e-05
A-443654	PLXNA1	6.463341083610247e-05
A-443654	S100A14	4.311912827020084e-05
A-443654	SOAT2	4.307095873004749e-05
A-443654	FAM110C	4.306405095839394e-05
A-443654	CAMK4	2.8320796233412713e-05
A-443654	APAF1	2.6314676175358905e-05
A-443654	APPL2	2.2468225239969595e-05
A-443654	THEM4	2.1524443518406964e-05
A-443654	LTB4R2	2.1524443518406947e-05
A-443654	PRKG2	1.5734429632000293e-05
A-443654	PLEKHF2	1.2700724735212688e-05
A-443654	UPP1	7.444857008310158e-06
A-443654	HELB	6.50562875676594e-06
A-443654	ILKAP	6.3387761514886116e-06
A-443654	DPYD	5.0963089468134556e-06
A-443654	CTTNBP2	3.908346088959468e-06
A-443654	ERAS	3.422568144908585e-06
A-443654	PI4K2A	3.193033914507228e-06
A-443654	TICRR	2.766291067454434e-06
A-443654	PPP2R3B	2.6304388351689447e-06
A-443654	NAIP	2.6156818243991087e-06
A-443654	DSG3	2.572884515132736e-06
A-443654	FAR1	2.437808552750983e-06
A-443654	CAMKV	2.3018735514725747e-06
A-443654	CHTF8	2.001768158239665e-06
A-443654	DDIT4	1.954862099208286e-06
A-443654	PRM2	1.7150443784814096e-06
A-443654	EYA2	1.713909402385446e-06
A-443654	TRPV6	1.4940416800747439e-06
A-443654	SLC23A2	1.4829230551043162e-06
A-443654	APOF	1.123956289029527e-06
A-443654	AVPR1B	1.1010369631565692e-06
A-443654	TNK1	9.931381693384508e-07
A-443654	IPP	9.746688534457362e-07
A-443654	TBC1D10A	9.513708950468443e-07
A-443654	NT5C1A	8.640059841318079e-07
A-443654	PDE10A	8.498999056507906e-07
A-443654	PDP2	8.061447398619388e-07
A-443654	PMEPA1	7.40651886651724e-07
A-443654	C11orf1	5.607428547588445e-07
A-443654	SMPDL3A	5.51136983139235e-07
A-443654	DGAT1	5.511369831392345e-07
A-443654	HPR	5.511369831392343e-07
A-443654	PTRH1	5.345788537714406e-07
A-443654	LIPC	5.287740101453555e-07
A-443654	SLCO4C1	4.615544223873104e-07
A-443654	PRDM10	2.391541691239402e-07
A-443654	GLB1L	1.6108576168573212e-07
A-443654	TTLL7	1.6108576168573198e-07
A-443654	MGAM	1.1672118631824489e-07
A-770041	CBL	0.004175888868777669
A-770041	SHC1	0.0041026389447318045
A-770041	PIK3R1	0.004024934500286113
A-770041	STAT3	0.003811249001527965
A-770041	HSP90AA1	0.003791866098628861
A-770041	HSP90AB1	0.003723411794836248
A-770041	PXN	0.0037186691727920593
A-770041	PRKCD	0.003662020566751368
A-770041	STAT1	0.00362813713091212
A-770041	IKBKG	0.003621946282501153
A-770041	SYK	0.003599474373092664
A-770041	NR3C1	0.0035324247286126725
A-770041	RAF1	0.003530422707326335
A-770041	PTK2	0.003447800269467833
A-770041	CDC37	0.0033254085539941927
A-770041	PLCG1	0.003198180008484607
A-770041	PAK2	0.003086374141913043
A-770041	VAV1	0.0030573708326131852
A-770041	SH3KBP1	0.003022758830956248
A-770041	RASA1	0.003000985332558866
A-770041	PTK2B	0.00297492693598638
A-770041	PTPN11	0.002938364465519246
A-770041	ZAP70	0.0029228073285912115
A-770041	CSK	0.002915828012289413
A-770041	BCAR1	0.002908834448748981
A-770041	WAS	0.002862175577280465
A-770041	KIT	0.002861695636138061
A-770041	FAS	0.002717587570381277
A-770041	CBLB	0.0026743777120765513
A-770041	SOCS1	0.0026552855917744843
A-770041	DOK1	0.002497379493254527
A-770041	FASLG	0.0024102155109440764
A-770041	SOS1	0.002369516426160138
A-770041	PTPRC	0.002329767046556041
A-770041	CTNND1	0.002314520415746435
A-770041	FLOT1	0.002263683434393769
A-770041	NEDD9	0.0022394923306285237
A-770041	NFKBIA	0.002144568306749837
A-770041	PRKCQ	0.002142304688643964
A-770041	CSNK2B	0.0020914613062249644
A-770041	LCP2	0.0020838484171993125
A-770041	PLD2	0.002048105457433978
A-770041	KHDRBS1	0.0020322174303150095
A-770041	SMURF1	0.0019608116490270203
A-770041	CD247	0.0019219552492626493
A-770041	PTPN6	0.001909759342601434
A-770041	CD44	0.001855394770656076
A-770041	ITK	0.0018017414835641852
A-770041	CD4	0.0017876578305605934
A-770041	PIK3CA	0.0017534648855943296
A-770041	LAT	0.0017231736797922793
A-770041	GAB1	0.0016903031444113214
A-770041	EZR	0.001680211166527358
A-770041	PTPRF	0.001663397954022917
A-770041	MET	0.0016205577088033991
A-770041	GAB2	0.0015945145895361905
A-770041	CSF2RB	0.0015781307229304994
A-770041	TEK	0.0014865824035258572
A-770041	JAK3	0.0014827557102506915
A-770041	PECAM1	0.001479347514036021
A-770041	SOCS3	0.0014593514058129373
A-770041	WASL	0.0014478402743787375
A-770041	PTPN12	0.0013799728965694909
A-770041	MUC1	0.0013778051093484727
A-770041	LZTS2	0.0013466326085816596
A-770041	ABI1	0.0012961233840684825
A-770041	PTPRJ	0.001291108786947385
A-770041	G3BP1	0.0012772919998882664
A-770041	PIK3CG	0.0011952079933560983
A-770041	UNC119	0.0011879646348509367
A-770041	DLG1	0.0011712190783653743
A-770041	ACP1	0.001098993190455736
A-770041	CD5	0.001048198412265037
A-770041	CD79B	0.001040750646495083
A-770041	CD79A	0.0010299958566468554
A-770041	SKAP1	0.0010185194348579774
A-770041	IL2RB	0.0010153048188399098
A-770041	PTPN22	0.0009625951034297603
A-770041	CCR5	0.0009448616453401504
A-770041	GRAP	0.0009252070356156773
A-770041	AJUBA	0.0009223065838100873
A-770041	DOK2	0.0008957154058137774
A-770041	ARHGAP17	0.0008700906224364327
A-770041	CD2	0.0008468706070117524
A-770041	CTLA4	0.0008337622199597866
A-770041	PAG1	0.0008333187521534822
A-770041	PI4KA	0.0008121943604572729
A-770041	PDE4D	0.0008054781829438058
A-770041	FLOT2	0.0007719908361555301
A-770041	FLT1	0.0007601673775869219
A-770041	THY1	0.0007290136471602269
A-770041	EVL	0.000658368698655253
A-770041	CD48	0.0006503104783279548
A-770041	TRAT1	0.0006456610267958541
A-770041	CD3E	0.0006444737271358779
A-770041	ASAP2	0.0006202413685695523
A-770041	ARHGEF11	0.0006138847800200276
A-770041	TOM1L1	0.0006108446559090376
A-770041	IL1B	0.0005692207988896772
A-770041	SH2D1A	0.00055251369731465
A-770041	DCC	0.0005383581102256564
A-770041	DOCK1	0.0005361819276990894
A-770041	CD8A	0.0005020889728338172
A-770041	AXL	0.0004938748076652976
A-770041	DEF6	0.0004934701326635531
A-770041	FYB	0.000469557800641784
A-770041	FCGR3A	0.0004484134935279042
A-770041	SH2B3	0.0004391689204073346
A-770041	IFNAR1	0.000439056079426835
A-770041	MS4A1	0.00043074434688770963
A-770041	DAPP1	0.00038172126885928657
A-770041	KCNA5	0.0003812057834255708
A-770041	ADAM10	0.0003792694331811067
A-770041	SIT1	0.0003666791301671208
A-770041	CSF1R	0.0003452214062018888
A-770041	ASAP1	0.00034362961097474885
A-770041	EPHA3	0.00034006051207120433
A-770041	NCAM1	0.00033890026852304527
A-770041	F2RL2	0.0003378541383605438
A-770041	SPHK1	0.00033757589573733907
A-770041	SOCS2	0.0003267369900045419
A-770041	CD55	0.00032285169387423815
