cases.0.case_id	file_id	file_name	id
d7f95afc-d9d9-497e-b7ba-cdaec4d300b4	4a04a8b4-8601-4906-8370-dc1518982441	84bba63e-1ed1-4832-9559-d7752cc741b2.FPKM.txt.gz	4a04a8b4-8601-4906-8370-dc1518982441
eee1adb4-f965-43a2-8037-ff706c37e0cc	83d62871-24b4-49bd-9c1e-5be85fd018c8	bf13bb79-70b4-4e50-aa11-b07933398cc1.FPKM.txt.gz	83d62871-24b4-49bd-9c1e-5be85fd018c8
ec7df26c-62a3-41de-bb81-fde371433004	6820bef2-e851-41ce-a9bd-b19d3f4bb0a8	19627314-9c27-46fc-88c7-a4a4129734f8.htseq_counts.txt.gz	6820bef2-e851-41ce-a9bd-b19d3f4bb0a8
e3fcb486-9525-40b1-bd3e-802bc8ae770c	e3d0748c-d396-4cb5-b36b-e4cf92577c84	26345bdf-1219-4668-b714-5b983a2694ff.FPKM-UQ.txt.gz	e3d0748c-d396-4cb5-b36b-e4cf92577c84
08f63445-b236-4f97-b76a-2e5f4b3c5ff5	84d49bb4-5df5-4af3-8a24-e08fd6d67aff	40c3d223-a76c-4433-a18a-ca45d03072fa.FPKM.txt.gz	84d49bb4-5df5-4af3-8a24-e08fd6d67aff
eee1adb4-f965-43a2-8037-ff706c37e0cc	3435e6a9-c2d7-40d8-b534-680ee9c49485	0a52e6fa-dc69-4886-84ea-adfa28bceb3c.rna_seq.star_gene_counts.tsv.gz	3435e6a9-c2d7-40d8-b534-680ee9c49485
cecdd55a-4d5c-4050-8ff5-b89305078289	8647ba46-74b7-4cf9-b533-940f883c03df	bc06ad7f-7af9-4e8c-8bbe-908faf0d7edc.FPKM-UQ.txt.gz	8647ba46-74b7-4cf9-b533-940f883c03df
cf5c26cb-5a53-4663-bf10-a8ac74749569	aff347c3-5525-464c-a661-1496153a6874	30471596-3380-456a-8e55-2925b108e017.htseq_counts.txt.gz	aff347c3-5525-464c-a661-1496153a6874
d277d0dd-4be9-484f-ba57-2d9ac16c6736	3343e55b-0623-4e88-ac7a-55896fccb32e	8a84b3e2-92a0-4c2b-986b-0efa8a22a8f3.FPKM.txt.gz	3343e55b-0623-4e88-ac7a-55896fccb32e
eee1adb4-f965-43a2-8037-ff706c37e0cc	b388c650-c413-443a-82a0-ea675f81b867	8236bc9d-2156-4991-a5eb-223e02229b3a.FPKM-UQ.txt.gz	b388c650-c413-443a-82a0-ea675f81b867
57aeef7a-e0c6-4e53-90ce-c213c5263544	3746b78c-5346-4a16-95dd-a81a51f29325	ec392d74-9f55-4363-a8bb-62bb4716343c.FPKM-UQ.txt.gz	3746b78c-5346-4a16-95dd-a81a51f29325
51ef4f43-6fb7-45c2-86fc-40c359af4ea8	bf251cc1-6cf2-454c-a80b-92f38c6866fa	9d26edab-7937-423c-8b5a-ac333211a29b.htseq_counts.txt.gz	bf251cc1-6cf2-454c-a80b-92f38c6866fa
4d8466c3-dcb1-491b-9856-b68cf8226648	a1b734df-ea6a-4588-bbfa-3a0a415a6bf7	f910b928-416e-4790-9d4f-9a8a58d5919b.rna_seq.star_gene_counts.tsv.gz	a1b734df-ea6a-4588-bbfa-3a0a415a6bf7
63f87552-091c-4c27-bce0-a37e6657777f	d812f974-9a79-43d1-b1d3-caaa38e0cf78	80b9fcf4-185c-4e52-bcff-8ab52ab4bfa5.FPKM.txt.gz	d812f974-9a79-43d1-b1d3-caaa38e0cf78
e3fcb486-9525-40b1-bd3e-802bc8ae770c	bbe8efbb-6935-4372-b094-c505b28f16f5	26345bdf-1219-4668-b714-5b983a2694ff.FPKM.txt.gz	bbe8efbb-6935-4372-b094-c505b28f16f5
775ec7b4-96c9-4246-b025-41b4981ea736	4ad9b4b3-904d-4cad-a1ee-d670dd7bddb8	98ae14ec-32f6-408e-a7fc-56cac056868e.rna_seq.star_gene_counts.tsv.gz	4ad9b4b3-904d-4cad-a1ee-d670dd7bddb8
ad6f1cc8-b339-454e-ba88-bf4b1a5f27c9	5b51df4f-99be-4e60-a8f2-30ff04e35cd4	62e3c932-a358-4e79-855e-8f4e4ba12e67.FPKM.txt.gz	5b51df4f-99be-4e60-a8f2-30ff04e35cd4
d277d0dd-4be9-484f-ba57-2d9ac16c6736	7f44d141-6937-4f80-a767-59febf38f54b	8a84b3e2-92a0-4c2b-986b-0efa8a22a8f3.htseq_counts.txt.gz	7f44d141-6937-4f80-a767-59febf38f54b
c12aeeeb-8b99-45cf-b41b-66d790da3f20	78c8ad34-b9c2-45cb-9ec7-a2ce61ee6a95	cd463692-b74f-4f8e-90f4-e54a597fe25f.FPKM.txt.gz	78c8ad34-b9c2-45cb-9ec7-a2ce61ee6a95
57aeef7a-e0c6-4e53-90ce-c213c5263544	8f32a62f-bce3-4be4-9ee4-35a6901437c8	ec392d74-9f55-4363-a8bb-62bb4716343c.FPKM.txt.gz	8f32a62f-bce3-4be4-9ee4-35a6901437c8
fdd01339-fd45-47e6-9d68-b2ab126d5ee9	6a7db2b0-2959-447f-b168-2d7f0b863f06	3afe55e3-5866-4943-93bf-b49cafe87b51.rna_seq.star_gene_counts.tsv.gz	6a7db2b0-2959-447f-b168-2d7f0b863f06
f3aa1797-24fc-4fd1-a9f0-35acbc767562	99969451-fa4e-4283-8b78-ef56e468de78	dd3f3d1f-12b8-4cc7-9f4c-105faef04a51.htseq_counts.txt.gz	99969451-fa4e-4283-8b78-ef56e468de78
f7a6e992-9f97-4387-85c6-18da46a97aac	8be3dfe0-9657-4264-a496-992cf42c9884	1215145b-b5bb-4cbf-922f-64722c537ee3.FPKM.txt.gz	8be3dfe0-9657-4264-a496-992cf42c9884
d277d0dd-4be9-484f-ba57-2d9ac16c6736	8347e42b-65b6-4013-baf6-96dc108c76dc	8a84b3e2-92a0-4c2b-986b-0efa8a22a8f3.FPKM-UQ.txt.gz	8347e42b-65b6-4013-baf6-96dc108c76dc
c6f03bd6-e8e1-4e41-a2ec-464188a3277f	946e2e2a-dd46-4b8c-928d-5640929a7ead	64a66f75-1866-4ed6-bfce-459e6abe7df1.FPKM.txt.gz	946e2e2a-dd46-4b8c-928d-5640929a7ead
d7f95afc-d9d9-497e-b7ba-cdaec4d300b4	e4adc5e7-cb6b-477c-8bfa-a4b7b920215c	786ff19b-313e-4f82-9d3f-6b14186fe747.rna_seq.star_gene_counts.tsv.gz	e4adc5e7-cb6b-477c-8bfa-a4b7b920215c
51ef4f43-6fb7-45c2-86fc-40c359af4ea8	75421d08-0c22-459f-9878-9c5057fe7d7c	2a0d8cb6-30da-4f98-90e9-829fdf1498f1.rna_seq.star_gene_counts.tsv.gz	75421d08-0c22-459f-9878-9c5057fe7d7c
6bec9fdd-64f1-4cf4-90e6-8a3610a6b641	49d6a1ab-2699-415e-82ce-16f16e9c8dbb	33aea564-8086-4b2d-a28d-eccc379ecfa6.htseq_counts.txt.gz	49d6a1ab-2699-415e-82ce-16f16e9c8dbb
eee1adb4-f965-43a2-8037-ff706c37e0cc	855666a8-1bea-4831-af10-d0cf31651163	0d9e994f-866d-455c-b068-bef2e535ade7.rna_seq.star_gene_counts.tsv.gz	855666a8-1bea-4831-af10-d0cf31651163
8e86e075-f718-4173-9d1e-a6c47fce1528	1fb2f71a-5640-4b02-9de6-069b80ed7844	d2c3960b-cb52-4c94-af59-4830696bf8aa.rna_seq.star_gene_counts.tsv.gz	1fb2f71a-5640-4b02-9de6-069b80ed7844
fdd01339-fd45-47e6-9d68-b2ab126d5ee9	3748347d-d9ba-4f75-9165-7df76badc7b5	f888eea4-4fda-4f9f-a8cb-66e8219ce268.FPKM-UQ.txt.gz	3748347d-d9ba-4f75-9165-7df76badc7b5
eee1adb4-f965-43a2-8037-ff706c37e0cc	d5dfd2b5-9169-4df9-81b7-1268f1f5b05b	8236bc9d-2156-4991-a5eb-223e02229b3a.htseq_counts.txt.gz	d5dfd2b5-9169-4df9-81b7-1268f1f5b05b
ad6f1cc8-b339-454e-ba88-bf4b1a5f27c9	73e4f181-d625-42b0-b5ee-15e4ee618a6b	f5c655b4-7b0e-47c3-a12b-e59b463999f4.rna_seq.star_gene_counts.tsv.gz	73e4f181-d625-42b0-b5ee-15e4ee618a6b
11f1276f-d829-43ff-b519-81e994e2e4fe	2217b86b-8acf-4afe-ab7c-c5b303543167	30af5e89-75f9-420a-8792-40ca147d6132.rna_seq.star_gene_counts.tsv.gz	2217b86b-8acf-4afe-ab7c-c5b303543167
f5393eea-abad-4f59-a19d-4ac65bd0ad65	c9250923-2928-4479-a0ac-ab28c60cb340	b850c213-ce46-4095-80a7-e38d7de12e08.htseq_counts.txt.gz	c9250923-2928-4479-a0ac-ab28c60cb340
51ef4f43-6fb7-45c2-86fc-40c359af4ea8	5d6876cf-096a-4c02-acb6-8194aa458881	9d26edab-7937-423c-8b5a-ac333211a29b.FPKM-UQ.txt.gz	5d6876cf-096a-4c02-acb6-8194aa458881
668518ae-43b6-4daf-85e8-20f3a512027c	abefe0d9-b7a4-4eb3-bed6-6f83d8fa644d	d7c7d4b8-19a5-4926-b215-067bd1d16c5a.htseq_counts.txt.gz	abefe0d9-b7a4-4eb3-bed6-6f83d8fa644d
cf5c26cb-5a53-4663-bf10-a8ac74749569	ea3101f9-1992-4f50-afb7-92e823192784	9c01603e-062b-4c2f-9286-d31ffc432edd.rna_seq.star_gene_counts.tsv.gz	ea3101f9-1992-4f50-afb7-92e823192784
eee1adb4-f965-43a2-8037-ff706c37e0cc	294a6bc9-a353-4584-a3a3-3cc3a6dbe668	f7b2476f-2087-4e10-8571-bd8e1fcbb835.FPKM-UQ.txt.gz	294a6bc9-a353-4584-a3a3-3cc3a6dbe668
57aeef7a-e0c6-4e53-90ce-c213c5263544	330ce336-142c-4a6a-91fe-ad6cf5b9057b	67622a09-31fa-4bb6-9950-a4780ba8eb3f.rna_seq.star_gene_counts.tsv.gz	330ce336-142c-4a6a-91fe-ad6cf5b9057b
c6f03bd6-e8e1-4e41-a2ec-464188a3277f	47644742-5d2f-44ac-9a24-0bbd67218b21	dec5e5a1-09c1-404c-8f50-ff351412dc31.FPKM-UQ.txt.gz	47644742-5d2f-44ac-9a24-0bbd67218b21
0199d671-0b2d-4673-9a3a-8df12e0a17cd	33d3198f-7442-43dc-8fdd-35eb7725b7c5	955f9541-b394-4b28-90de-9101d24f72ad.htseq_counts.txt.gz	33d3198f-7442-43dc-8fdd-35eb7725b7c5
f3aa1797-24fc-4fd1-a9f0-35acbc767562	a5c1d478-c98f-48c4-b65e-479cb8526e4a	dd3f3d1f-12b8-4cc7-9f4c-105faef04a51.FPKM-UQ.txt.gz	a5c1d478-c98f-48c4-b65e-479cb8526e4a
ceaa6c9a-bf8d-46a5-83eb-5925fce73b09	6ee6c553-ff1e-40d0-9abc-f352c477b4c8	a6707dd6-9c95-4950-a984-67b5c1b41598.FPKM-UQ.txt.gz	6ee6c553-ff1e-40d0-9abc-f352c477b4c8
e7b173c2-b03c-4da3-9f20-59f922bb4f50	9f4c7746-4f07-4e23-9fc1-28e5e92b6b6d	9c110cd2-aca9-4fa4-8035-193554239aac.FPKM-UQ.txt.gz	9f4c7746-4f07-4e23-9fc1-28e5e92b6b6d
490344a3-9367-42cb-b109-8562eed90bdf	79a39fdf-ae48-49f7-921e-fede1fa23e56	6b2583f1-bbea-4020-ad73-8a59589b8cc3.FPKM-UQ.txt.gz	79a39fdf-ae48-49f7-921e-fede1fa23e56
11f1276f-d829-43ff-b519-81e994e2e4fe	f0cf4a6e-6014-4f0b-ada0-06af243307d8	719f7392-0c7b-4529-99c3-b3db6c42b382.FPKM.txt.gz	f0cf4a6e-6014-4f0b-ada0-06af243307d8
c9d50190-5241-4021-b885-b4e983ba3a4b	f3cf9e98-d8cd-4398-8248-df346f411ecd	87e929b1-3373-4b00-885c-d0a781454a4b.rna_seq.star_gene_counts.tsv.gz	f3cf9e98-d8cd-4398-8248-df346f411ecd
fdd01339-fd45-47e6-9d68-b2ab126d5ee9	5526e091-6776-4f25-8025-c8df581453b5	f888eea4-4fda-4f9f-a8cb-66e8219ce268.htseq_counts.txt.gz	5526e091-6776-4f25-8025-c8df581453b5
5cba90b4-5473-4826-a945-c50f2663e252	0d297ba5-ceac-4103-bb0e-b82f153df309	5b43c16d-d151-4c84-afa8-db984f0aefc3.rna_seq.star_gene_counts.tsv.gz	0d297ba5-ceac-4103-bb0e-b82f153df309
cecdd55a-4d5c-4050-8ff5-b89305078289	3a344ab7-c366-470b-8ce0-e69ba97d9924	bc06ad7f-7af9-4e8c-8bbe-908faf0d7edc.FPKM.txt.gz	3a344ab7-c366-470b-8ce0-e69ba97d9924
5ff50c23-54c5-4296-a164-1160cfa629c4	250d2327-73f6-4d2c-927a-6e49fbd8d249	044f8701-5e9f-4300-beb2-41fef8096685.FPKM.txt.gz	250d2327-73f6-4d2c-927a-6e49fbd8d249
c6f03bd6-e8e1-4e41-a2ec-464188a3277f	df601738-a50d-483a-a804-113e1147dca4	b10f0556-a63f-45b4-a7f7-c7484be1dfee.rna_seq.star_gene_counts.tsv.gz	df601738-a50d-483a-a804-113e1147dca4
aaece851-ced6-4816-9cf2-2fa506f2bc79	c0429c63-901e-42a0-aa97-0ad678048abc	67f05a40-3d31-42ee-bd2f-fdf921030ee6.rna_seq.star_gene_counts.tsv.gz	c0429c63-901e-42a0-aa97-0ad678048abc
ec7df26c-62a3-41de-bb81-fde371433004	5185e722-da72-41e6-95d3-5e86df39f16a	19627314-9c27-46fc-88c7-a4a4129734f8.FPKM.txt.gz	5185e722-da72-41e6-95d3-5e86df39f16a
5d324f9f-87ce-454d-bfcd-2d7e38d52e92	649a323f-c9a4-4973-ae7b-d091db893e95	7176317f-f876-43a8-af53-21e411abeabc.rna_seq.star_gene_counts.tsv.gz	649a323f-c9a4-4973-ae7b-d091db893e95
34515919-3925-4349-ac41-2dabd824af90	9af80bfe-c617-4f58-9cfb-9011af87090f	e416eb09-74b9-47b3-872a-d3f5c7ce55a7.FPKM.txt.gz	9af80bfe-c617-4f58-9cfb-9011af87090f
ceaa6c9a-bf8d-46a5-83eb-5925fce73b09	4ec596e9-7f37-4301-9ff0-f8892c7c5634	a6707dd6-9c95-4950-a984-67b5c1b41598.FPKM.txt.gz	4ec596e9-7f37-4301-9ff0-f8892c7c5634
c12aeeeb-8b99-45cf-b41b-66d790da3f20	518f01b1-e7b4-469b-b845-5ce19e3f4d13	cd463692-b74f-4f8e-90f4-e54a597fe25f.htseq_counts.txt.gz	518f01b1-e7b4-469b-b845-5ce19e3f4d13
aaece851-ced6-4816-9cf2-2fa506f2bc79	f7c4e943-11b2-4fb4-b822-e118002628cc	4069e97d-f69c-4cee-a575-f112c490804d.htseq_counts.txt.gz	f7c4e943-11b2-4fb4-b822-e118002628cc
5931f374-24fc-4e51-9bc4-80f9cb9d0d91	823a3d00-8291-4340-b9c3-662a8f1de4d0	fad4ebeb-527a-43d2-982c-1c662d92213c.FPKM.txt.gz	823a3d00-8291-4340-b9c3-662a8f1de4d0
c6f03bd6-e8e1-4e41-a2ec-464188a3277f	4fbc8bbd-587e-42ed-ab91-13433feb6bba	64a66f75-1866-4ed6-bfce-459e6abe7df1.FPKM-UQ.txt.gz	4fbc8bbd-587e-42ed-ab91-13433feb6bba
ff87de39-5f94-4706-8d87-1aad2525874e	07b6e7a6-c52a-40e1-8b97-349c7ee52953	75391877-4c80-4c53-8eab-f6594b639553.rna_seq.star_gene_counts.tsv.gz	07b6e7a6-c52a-40e1-8b97-349c7ee52953
63f87552-091c-4c27-bce0-a37e6657777f	871c8315-92df-4f8b-9dc9-fd6c6ce8a247	80b9fcf4-185c-4e52-bcff-8ab52ab4bfa5.FPKM-UQ.txt.gz	871c8315-92df-4f8b-9dc9-fd6c6ce8a247
789c341c-8797-4253-8bf9-93638c4d7de6	a62b2836-27c7-47bd-b8a0-5106b32cd652	ec21019e-472d-4f1f-8cfc-bf4dd8bee7ab.FPKM.txt.gz	a62b2836-27c7-47bd-b8a0-5106b32cd652
51073092-c813-4fec-a104-8fff32e249b2	7b828ca8-3bf9-4374-93a0-64c762a39778	21f045a3-cf78-47f9-b36d-d0b3f1e35060.FPKM-UQ.txt.gz	7b828ca8-3bf9-4374-93a0-64c762a39778
c6f03bd6-e8e1-4e41-a2ec-464188a3277f	200e3844-3f2f-4bfc-913a-eb778ef08129	eb94bcd7-7504-499c-8f73-38ebff481771.rna_seq.star_gene_counts.tsv.gz	200e3844-3f2f-4bfc-913a-eb778ef08129
aaece851-ced6-4816-9cf2-2fa506f2bc79	8f5f660f-88d2-4638-b3bf-719f63218f1d	4069e97d-f69c-4cee-a575-f112c490804d.FPKM-UQ.txt.gz	8f5f660f-88d2-4638-b3bf-719f63218f1d
d7ac181d-ce1b-4672-953e-aeff29615636	f87357a0-a316-48d3-b9fb-44668e164f44	38b05dca-6d3f-4999-aded-0870bfd8f7e7.FPKM.txt.gz	f87357a0-a316-48d3-b9fb-44668e164f44
08f63445-b236-4f97-b76a-2e5f4b3c5ff5	af016264-1cdd-4460-947c-af3f4ece0c2d	40c3d223-a76c-4433-a18a-ca45d03072fa.htseq_counts.txt.gz	af016264-1cdd-4460-947c-af3f4ece0c2d
71f5bda6-c482-4142-9e13-ae9ee4dc3afb	5b9accc3-3f83-4ff6-b4f4-6ff1275270ce	7bd81b4e-0f1b-476d-aca5-b31f69f37581.FPKM.txt.gz	5b9accc3-3f83-4ff6-b4f4-6ff1275270ce
ece88485-dae8-4f8e-b922-e2c6f8bffd7c	b832765b-50fa-4fd0-b0d0-cb502afa8316	9618c27d-d2ee-4e70-b713-412513b761bd.htseq_counts.txt.gz	b832765b-50fa-4fd0-b0d0-cb502afa8316
e7b173c2-b03c-4da3-9f20-59f922bb4f50	0bf4d932-2fd2-40b1-9978-73811306c3ff	d2d9f730-fe37-41f8-88ab-389ee93e9970.rna_seq.star_gene_counts.tsv.gz	0bf4d932-2fd2-40b1-9978-73811306c3ff
5d324f9f-87ce-454d-bfcd-2d7e38d52e92	bfc3a91c-fec6-4c40-84d2-88b7bc160968	425fe9f4-851a-435c-84ab-bafbb5c55022.FPKM.txt.gz	bfc3a91c-fec6-4c40-84d2-88b7bc160968
668518ae-43b6-4daf-85e8-20f3a512027c	275de43b-aefd-43ab-8557-8813f74b9898	d7c7d4b8-19a5-4926-b215-067bd1d16c5a.FPKM-UQ.txt.gz	275de43b-aefd-43ab-8557-8813f74b9898
c12aeeeb-8b99-45cf-b41b-66d790da3f20	0c8ab97c-7a23-40ea-9b64-682876f6de0f	ff7b0c7b-fe66-4a14-8f0f-3d095eb39c40.rna_seq.star_gene_counts.tsv.gz	0c8ab97c-7a23-40ea-9b64-682876f6de0f
51073092-c813-4fec-a104-8fff32e249b2	5cc49dd9-9d11-4e0e-b725-5741b5183e67	21f045a3-cf78-47f9-b36d-d0b3f1e35060.FPKM.txt.gz	5cc49dd9-9d11-4e0e-b725-5741b5183e67
eee1adb4-f965-43a2-8037-ff706c37e0cc	cf5bc137-04d8-4d56-91f9-ab5c5b6bff2f	bf13bb79-70b4-4e50-aa11-b07933398cc1.htseq_counts.txt.gz	cf5bc137-04d8-4d56-91f9-ab5c5b6bff2f
c6f03bd6-e8e1-4e41-a2ec-464188a3277f	76900af6-e94f-4aaa-acab-4985a2670bdf	64a66f75-1866-4ed6-bfce-459e6abe7df1.htseq_counts.txt.gz	76900af6-e94f-4aaa-acab-4985a2670bdf
ece88485-dae8-4f8e-b922-e2c6f8bffd7c	84b13092-d0a2-469f-a8bc-efbb7aa621fd	9618c27d-d2ee-4e70-b713-412513b761bd.FPKM.txt.gz	84b13092-d0a2-469f-a8bc-efbb7aa621fd
71f5bda6-c482-4142-9e13-ae9ee4dc3afb	a76cf4b9-517b-437b-b268-35490cbb06c6	7bd81b4e-0f1b-476d-aca5-b31f69f37581.FPKM-UQ.txt.gz	a76cf4b9-517b-437b-b268-35490cbb06c6
5d324f9f-87ce-454d-bfcd-2d7e38d52e92	991d31e7-8b8b-4fda-98aa-fd3b56fe0c84	425fe9f4-851a-435c-84ab-bafbb5c55022.FPKM-UQ.txt.gz	991d31e7-8b8b-4fda-98aa-fd3b56fe0c84
0199d671-0b2d-4673-9a3a-8df12e0a17cd	3448487a-7660-4229-87ca-4f824572eb9b	0f2063bf-25e0-48ae-9585-c428507b642d.rna_seq.star_gene_counts.tsv.gz	3448487a-7660-4229-87ca-4f824572eb9b
e3fcb486-9525-40b1-bd3e-802bc8ae770c	1ef7cd05-c0fc-4c3e-b81e-ab120219f19e	26345bdf-1219-4668-b714-5b983a2694ff.htseq_counts.txt.gz	1ef7cd05-c0fc-4c3e-b81e-ab120219f19e
668518ae-43b6-4daf-85e8-20f3a512027c	d583af9e-12d5-4565-8bc2-7f027ce9ef09	d7c7d4b8-19a5-4926-b215-067bd1d16c5a.FPKM.txt.gz	d583af9e-12d5-4565-8bc2-7f027ce9ef09
e5cdafdf-d896-47e8-8de1-c27a3eeb4db8	d39955c2-b83c-4859-a576-7c3437875bea	97512c95-1685-46a9-88db-071766889490.htseq_counts.txt.gz	d39955c2-b83c-4859-a576-7c3437875bea
aaece851-ced6-4816-9cf2-2fa506f2bc79	3d21f611-9b0c-4e3b-bc11-e42bec4f656a	4069e97d-f69c-4cee-a575-f112c490804d.FPKM.txt.gz	3d21f611-9b0c-4e3b-bc11-e42bec4f656a
5ff50c23-54c5-4296-a164-1160cfa629c4	5a126c2b-8047-45de-91eb-36eaaafed9a3	fe575a20-7975-48be-aeca-3a77e1ea58db.rna_seq.star_gene_counts.tsv.gz	5a126c2b-8047-45de-91eb-36eaaafed9a3
fc689cd4-44a8-4160-afb4-242bde29ec18	28318a8a-0c86-4ee8-8cf8-0020d4546902	c5b00790-f1c8-46ee-bbdc-48fe1cab3e24.htseq_counts.txt.gz	28318a8a-0c86-4ee8-8cf8-0020d4546902
670dc6a3-d40a-4283-8e99-c847d33b5099	9b5bba8d-753a-4d9e-ab4a-e6042727b474	4584bfa8-d55e-4bdc-a045-5b036c653a2a.FPKM-UQ.txt.gz	9b5bba8d-753a-4d9e-ab4a-e6042727b474
ff87de39-5f94-4706-8d87-1aad2525874e	66ecfe0e-fbdf-4dd1-b9ba-bac39d4f8c60	7a33674a-4f33-452b-9ac5-cf692bd50229.htseq_counts.txt.gz	66ecfe0e-fbdf-4dd1-b9ba-bac39d4f8c60
b6a1561a-97ee-4f64-b417-391ccc08f707	04a0a508-459a-4758-ac40-c3e8cb966683	30520ecd-c6bd-4039-9b1a-d3f999235598.FPKM-UQ.txt.gz	04a0a508-459a-4758-ac40-c3e8cb966683
c6f03bd6-e8e1-4e41-a2ec-464188a3277f	89988fa2-bfdf-4576-9ad5-5f3039f5f6ad	f614399c-b5dc-4f38-aace-83f8db3b841a.htseq_counts.txt.gz	89988fa2-bfdf-4576-9ad5-5f3039f5f6ad
